token_id,session_number,speaker1,speaker2,speaker1_id,speaker2_id,speaker1_gender,speaker2_gender,word_start_time,word_end_time,word_number_in_ipu,word_number_in_turn,word_number_in_task,total_number_of_words_in_ipu,total_number_of_words_in_turn,total_number_of_words_in_task,silence_before_word,silence_after_word,word,word_pos_tag,word_pos_tag_simplified,word_duration,word_number_of_syllables,word_speaking_rate_syllables_per_sec,word_speaking_rate_syllables_per_sec_speaker_normalized,word_speaking_rate_phones_per_sec,word_speaking_rate_phones_per_sec_speaker_normalized,word_tobi_break_index,word_tobi_pitch_accent,word_tobi_phrase_accent,word_tobi_boundary_tone,word_tobi_phrase_accent_boundary_tone,word_tobi_hif0_time,Stanford_PoS,Coreference_IDs
s02.objects.1.A.865.63,2,A,B,103,104,f,m,865.6325,865.735,2,3,358,3,11,536,0.0,0.0,me,PRP,O,0.1025,1,9.7561,2.6088,19.5122,2.0863,1,_,_,_,_,,PRP,158
s02.objects.1.A.865.74,2,A,B,103,104,f,m,865.735,866.545,3,4,359,3,11,536,0.0,2.07,see,VB,V,0.81,1,1.2346,-1.7125,2.4691,-1.6939,4,*?,X-?,X%?,X-?X%?,,VB,
s02.objects.1.A.868.62,2,A,B,103,104,f,m,868.615,869.66,1,5,360,7,11,536,2.07,0.0,hm,UH,O,1.045,1,0.9569,-1.8533,1.9139,-1.817,4,L+H*,X-?,X%?,X-?X%?,868.8956,,
s02.objects.1.A.869.66,2,A,B,103,104,f,m,869.66,869.9325,2,6,361,7,11,536,0.0,0.0,I'm,PRP_VBP,C,0.2725,1,3.6697,-0.4776,7.3394,-0.6136,1,_,_,_,_,,PRP_VBP,158
s02.objects.1.A.869.93,2,A,B,103,104,f,m,869.9325,870.08,3,7,362,7,11,536,0.0,0.0,not,RB,R,0.1475,1,6.7797,1.0994,20.339,2.2697,1,H*,_,_,_,869.9911,RB,
s02.objects.1.A.870.08,2,A,B,103,104,f,m,870.08,870.4275,4,8,363,7,11,536,0.0,0.0,sure,JJ,J,0.3475,1,2.8777,-0.8793,7.6739,-0.5394,1,!H*,_,_,_,,JJ,
s02.objects.1.A.870.43,2,A,B,103,104,f,m,870.4275,870.595,5,9,364,7,11,536,0.0,0.0,about,IN,O,0.1675,2,11.9403,3.7164,23.8806,3.0553,1,_,_,_,_,,IN,
s02.objects.1.A.870.60,2,A,B,103,104,f,m,870.595,870.8525,6,10,365,7,11,536,0.0,0.0,this,DT,O,0.2575,1,3.8835,-0.3692,11.6505,0.3426,1,!H*,_,_,_,,DT,176
s02.objects.1.A.870.85,2,A,B,103,104,f,m,870.8525,871.0675,7,11,366,7,11,536,0.0,0.77,one,CD,O,0.215,1,4.6512,0.0201,16.2791,1.3692,4,_,L-,L%,L-L%,,CD,176
s02.objects.1.A.871.84,2,A,B,103,104,f,m,871.8375,872.27,1,1,367,1,1,536,0.77,7.53,okay,UH,O,0.4325,2,4.6243,0.0064,6.9364,-0.703,4,H*,H-,L%,H-L%,871.9123,JJ,
s02.objects.1.A.879.80,2,A,B,103,104,f,m,879.8,880.0825,1,1,368,5,20,536,7.53,0.0,from,IN,O,0.2825,1,3.5398,-0.5435,12.9794,0.6373,1,_,_,_,_,,IN,
s02.objects.1.A.880.08,2,A,B,103,104,f,m,880.0825,880.145,2,2,369,5,20,536,0.0,0.0,th-,DT,O,0.0625,1,16.0,5.7751,16.0,1.3073,1p,_,_,_,_,,,
s02.objects.1.A.880.14,2,A,B,103,104,f,m,880.145,880.2875,3,3,370,5,20,536,0.0,0.0,from,IN,O,0.1425,1,7.0175,1.2201,25.731,3.4657,1,H*,_,_,_,880.2276,IN,
s02.objects.1.A.880.29,2,A,B,103,104,f,m,880.2875,880.405,4,4,371,5,20,536,0.0,0.0,the,DT,O,0.1175,1,8.5106,1.9772,17.0213,1.5338,1,_,_,_,_,,DT,170
s02.objects.1.A.880.40,2,A,B,103,104,f,m,880.405,880.68,5,5,372,5,20,536,0.0,0.355,right,JJ,J,0.275,1,3.6364,-0.4946,10.9091,0.1781,4,_,H-,H%,H-H%,,JJ,170
s02.objects.1.A.881.03,2,A,B,103,104,f,m,881.035,881.13,1,6,373,15,20,536,0.355,0.0,oh,UH,O,0.095,1,10.5263,2.9994,10.5263,0.0932,1,H*,_,_,_,881.0837,UH,170
s02.objects.1.A.881.13,2,A,B,103,104,f,m,881.13,881.247628,2,7,374,15,20,536,0.0,0.0,no,UH,O,0.1176,1,8.5014,1.9725,17.0028,1.5297,1,_,_,_,_,,DT,
s02.objects.1.A.881.25,2,A,B,103,104,f,m,881.247628,881.4276279999997,3,8,375,15,20,536,0.0,0.0,from,IN,O,0.18,1,5.5556,0.4787,20.3704,2.2767,1,_,_,_,_,,IN,
s02.objects.1.A.881.43,2,A,B,103,104,f,m,881.4276279999997,881.487628,4,9,376,15,20,536,0.0,0.0,the,DT,O,0.06,1,16.6667,6.1132,33.3333,5.1519,1,_,_,_,_,,DT,157
s02.objects.1.A.881.49,2,A,B,103,104,f,m,881.487628,881.8725,5,10,377,15,20,536,0.0,0.0,left,JJ,J,0.3849,1,2.5983,-1.021,10.3931,0.0637,4,!H*,L-,L%,L-L%,,VBN,
s02.objects.1.A.881.87,2,A,B,103,104,f,m,881.8725,881.985,6,11,378,15,20,536,0.0,0.0,the,DT,O,0.1125,1,8.8889,2.169,17.7778,1.7016,1,_,_,_,_,,DT,320
s02.objects.1.A.881.99,2,A,B,103,104,f,m,881.985,882.165,7,12,379,15,20,536,0.0,0.0,third,JJ,J,0.18,1,5.5556,0.4787,16.6667,1.4552,1,H*,_,_,_,882.0456,JJ,320
s02.objects.1.A.882.16,2,A,B,103,104,f,m,882.165,882.295,8,13,380,15,20,536,0.0,0.0,from,IN,O,0.13,1,7.6923,1.5622,28.2051,4.0145,1,_,_,_,_,,IN,
s02.objects.1.A.882.29,2,A,B,103,104,f,m,882.295,882.39,9,14,381,15,20,536,0.0,0.0,the,DT,O,0.095,1,10.5263,2.9994,21.0526,2.428,1,_,_,_,_,,DT,324
s02.objects.1.A.882.39,2,A,B,103,104,f,m,882.39,882.6375,10,15,382,15,20,536,0.0,0.0,left,JJ,J,0.2475,1,4.0404,-0.2897,16.1616,1.3432,4,!H*,H-,H%,H-H%,,JJ,324
s02.objects.1.A.882.64,2,A,B,103,104,f,m,882.6375,882.8325,11,16,383,15,20,536,0.0,0.0,yes,UH,O,0.195,1,5.1282,0.262,15.3846,1.1708,1,L*,_,_,_,,UH,324
s02.objects.1.A.882.83,2,A,B,103,104,f,m,882.8325,882.9175,12,17,384,15,20,536,0.0,0.0,I,CC,O,0.085,1,11.7647,3.6274,11.7647,0.3679,1,_,_,_,_,,PRP,324
s02.objects.1.A.882.92,2,A,B,103,104,f,m,882.9175,883.04,13,18,385,15,20,536,0.0,0.0,see,UH,O,0.1225,1,8.1633,1.8011,16.3265,1.3798,1,_,_,_,_,,VBP,324
s02.objects.1.A.883.04,2,A,B,103,104,f,m,883.04,883.2125,14,19,386,15,20,536,0.0,0.0,that,DT,O,0.1725,1,5.7971,0.6012,17.3913,1.6159,1,L*,_,_,_,,IN,324
s02.objects.1.A.883.21,2,A,B,103,104,f,m,883.2125,883.37,15,20,387,15,20,536,0.0,5.275,one,CD,O,0.1575,1,6.3492,0.8811,22.2222,2.6874,4,_,L-,L%,L-L%,,CD,324
s02.objects.1.A.888.64,2,A,B,103,104,f,m,888.645,890.27,1,1,388,2,2,536,5.275,0.0,oh,UH,O,1.625,1,0.6154,-2.0265,0.6154,-2.105,4,H*,L-,L%,L-L%,888.913,UH,
s02.objects.1.A.890.27,2,A,B,103,104,f,m,890.27,891.2175289999999,2,2,389,2,2,536,0.0,6.7575,hm,UH,O,0.9475,1,1.0554,-1.8034,2.1108,-1.7734,4,H*,L-,H%,L-H%,890.7192,,
s02.objects.1.A.897.98,2,A,B,103,104,f,m,897.975,898.31,1,1,390,5,16,536,6.7575,0.0,okay,UH,O,0.335,2,5.9701,0.6889,8.9552,-0.2552,4-,H*,L-,L%,L-L%,898.0167,JJ,202
s02.objects.1.A.898.31,2,A,B,103,104,f,m,898.31,898.48,2,2,391,5,16,536,0.0,0.0,now,RB,R,0.17,1,5.8824,0.6444,11.7647,0.3679,1,_,_,_,_,,RB,
s02.objects.1.A.898.48,2,A,B,103,104,f,m,898.48,898.609295,3,3,392,5,16,536,0.0,0.0,I'm,PRP_VBP,C,0.1293,1,7.7343,1.5835,15.4685,1.1894,1,_,_,_,_,,PRP_VBP,158
s02.objects.1.A.898.61,2,A,B,103,104,f,m,898.609295,898.8192949999999,4,4,393,5,16,536,0.0,0.0,really,RB,R,0.21,2,9.5238,2.491,19.0476,1.9833,1,H*,_,_,_,,RB,
s02.objects.1.A.898.82,2,A,B,103,104,f,m,898.8192949999999,899.74,5,5,394,5,16,536,0.0,1.1693,confused,JJ,J,0.9207,2,2.1722,-1.237,8.689,-0.3143,4,H*,H-,H%,H-H%,899.2546,JJ,
s02.objects.1.A.900.91,2,A,B,103,104,f,m,900.909295,901.34,1,6,395,1,16,536,1.1693,0.3375,okay,UH,O,0.4307,2,4.6435,0.0162,6.9653,-0.6966,4,H+!H*,L-,L%,L-L%,900.9894,JJ,
s02.objects.1.A.901.68,2,A,B,103,104,f,m,901.6775,901.875,1,7,396,4,16,536,0.3375,0.0,so,RB,R,0.1975,1,5.0633,0.229,10.1266,0.0046,1,H*,_,_,_,,IN,
s02.objects.1.A.901.88,2,A,B,103,104,f,m,901.875,902.049295,2,8,397,4,16,536,0.0,0.0,the,DT,O,0.1743,1,5.7374,0.5709,11.4748,0.3036,2p,_,_,_,_,,DT,
s02.objects.1.A.902.05,2,A,B,103,104,f,m,902.049295,902.199295,3,9,398,4,16,536,0.0,0.0,the,DT,O,0.15,1,6.6667,1.0421,13.3333,0.7158,1,_,_,_,_,,DT,
s02.objects.1.A.902.20,2,A,B,103,104,f,m,902.199295,903.085,4,10,399,4,16,536,0.0,0.1715,curvy,NN,N,0.8857,2,2.2581,-1.1935,4.5162,-1.2398,4,L+H*,L-,H%,L-H%,902.6358,JJ,
s02.objects.1.A.903.26,2,A,B,103,104,f,m,903.256536,903.3325,1,11,400,6,16,536,0.1715,0.0,e-,XX,O,0.076,1,13.1641,4.337,13.1641,0.6783,1,_,_,_,_,,,
s02.objects.1.A.903.33,2,A,B,103,104,f,m,903.3325,903.79,2,12,401,6,16,536,0.0,0.0,eyelash,NN,N,0.4575,2,4.3716,-0.1217,8.7432,-0.3023,1,H*,_,_,_,903.4239,NN,
s02.objects.1.A.903.79,2,A,B,103,104,f,m,903.79,903.8575,3,13,402,6,16,536,0.0,0.0,you,PRP,O,0.0675,1,14.8148,5.1741,29.6296,4.3304,1,_,_,_,_,,PRP,
s02.objects.1.A.903.86,2,A,B,103,104,f,m,903.8575,903.9525,4,14,403,6,16,536,0.0,0.0,were,VBD,V,0.095,1,10.5263,2.9994,26.3158,3.5954,1,_,_,_,_,,VBD,
s02.objects.1.A.903.95,2,A,B,103,104,f,m,903.9525,904.1125,5,15,404,6,16,536,0.0,0.0,just,RB,R,0.16,1,6.25,0.8308,25.0,3.3036,1,_,_,_,_,,RB,
s02.objects.1.A.904.11,2,A,B,103,104,f,m,904.1125,904.7275,6,16,405,6,16,536,0.0,0.93,describing,VBG,V,0.615,3,4.878,0.1351,14.6341,1.0044,4,L*,H-,L%,H-L%,,VBG,
s02.objects.1.A.905.66,2,A,B,103,104,f,m,905.6575,906.13,1,1,406,1,1,536,0.93,6.42,yeah,UH,O,0.4725,1,2.1164,-1.2653,4.2328,-1.3027,4,H*,!H-,L%,!H-L%,905.6689,NN,174
s02.objects.1.A.912.55,2,A,B,103,104,f,m,912.55,912.975,1,1,407,4,4,536,6.42,0.0,yes,UH,O,0.425,1,2.3529,-1.1454,7.0588,-0.6759,4,H*,L-,L%,L-L%,912.5627,RB,
s02.objects.1.A.912.98,2,A,B,103,104,f,m,912.975,913.128919,2,2,408,4,4,536,0.0,0.0,I,CC,O,0.1539,1,6.4969,0.9561,6.4969,-0.8005,1,H*,_,_,_,913.036,PRP,
s02.objects.1.A.913.13,2,A,B,103,104,f,m,913.128919,913.265,3,3,409,4,4,536,0.0,0.0,see,UH,O,0.1361,1,7.3486,1.3879,14.6971,1.0183,1,_,_,_,_,,VBP,
s02.objects.1.A.913.26,2,A,B,103,104,f,m,913.265,913.585,4,4,410,4,4,536,0.0,2.375,that,DT,O,0.32,1,3.125,-0.7539,9.375,-0.1621,4,*?,X-?,X%?,X-?X%?,,IN,
s02.objects.1.A.915.96,2,A,B,103,104,f,m,915.96,916.2125,1,1,411,1,1,536,2.375,2.7875,mmhm,UH,O,0.2525,2,7.9208,1.6781,11.8812,0.3938,4,L+H*,H-,H%,H-H%,916.148,,
s02.objects.1.A.919.00,2,A,B,103,104,f,m,919.0,919.46,1,1,412,1,1,536,2.7875,2.7375,okay,UH,O,0.46,2,4.3478,-0.1338,6.5217,-0.795,4,X*?,X-?,X%?,X-?X%?,,JJ,
s02.objects.1.A.922.20,2,A,B,103,104,f,m,922.1975,922.4725,1,1,413,3,3,536,2.7375,0.0,one,CD,O,0.275,1,3.6364,-0.4946,12.7273,0.5814,1,H*,_,_,_,922.4145,CD,329
s02.objects.1.A.922.47,2,A,B,103,104,f,m,922.4725,922.76,2,2,414,3,3,536,0.0,0.0,pixel,NN,N,0.2875,2,6.9565,1.1891,20.8696,2.3874,1,_,_,_,_,,NN,329
s02.objects.1.A.922.76,2,A,B,103,104,f,m,922.76,923.215268,3,3,415,3,3,536,0.0,4.0347,below,JJ,J,0.4553,2,4.393,-0.1109,8.786,-0.2928,4,L*,H-,H%,H-H%,,IN,
s02.objects.1.A.927.25,2,A,B,103,104,f,m,927.25,928.3025,1,1,416,1,25,536,4.0347,0.77,so,RB,R,1.0525,1,0.9501,-1.8568,1.9002,-1.8201,4,H*,H-,L%,H-L%,927.6481,RB,
s02.objects.1.A.929.07,2,A,B,103,104,f,m,929.0725,929.41,1,2,417,2,25,536,0.77,0.0,oh,UH,O,0.3375,1,2.963,-0.836,2.963,-1.5843,3,H*,L-,_,L-,929.2405,UH,
s02.objects.1.A.929.41,2,A,B,103,104,f,m,929.41,929.5875,2,3,418,2,25,536,0.0,0.29,so,RB,R,0.1775,1,5.6338,0.5184,11.2676,0.2577,2p,_,_,_,_,,RB,307
s02.objects.1.A.929.88,2,A,B,103,104,f,m,929.8775,930.075,1,4,419,8,25,536,0.29,0.0,this,DT,O,0.1975,1,5.0633,0.229,15.1899,1.1276,1,_,_,_,_,929.9619,DT,307
s02.objects.1.A.930.08,2,A,B,103,104,f,m,930.075,930.246734,2,5,420,8,25,536,0.0,0.0,eye,NN,N,0.1717,1,5.823,0.6143,5.823,-0.95,1,H+!H*,_,_,_,,NN,307
s02.objects.1.A.930.25,2,A,B,103,104,f,m,930.246734,930.426734,3,6,421,8,25,536,0.0,0.0,goes,VBZ,V,0.18,1,5.5556,0.4787,16.6667,1.4552,1,_,_,_,_,,VBZ,
s02.objects.1.A.930.43,2,A,B,103,104,f,m,930.426734,930.5175,4,7,422,8,25,536,0.0,0.0,up,RB,R,0.0908,1,11.0173,3.2484,22.0347,2.6458,1,_,_,_,_,,RB,
s02.objects.1.A.930.52,2,A,B,103,104,f,m,930.5175,930.8125,5,8,423,8,25,536,0.0,0.0,higher,JJR,J,0.295,2,6.7797,1.0994,11.2994,0.2647,1,X*?,_,_,_,,JJR,
s02.objects.1.A.930.81,2,A,B,103,104,f,m,930.8125,930.966734,6,9,424,8,25,536,0.0,0.0,than,IN,O,0.1542,1,6.4837,0.9493,19.451,2.0728,1,_,_,_,_,,IN,
s02.objects.1.A.930.97,2,A,B,103,104,f,m,930.966734,931.066734,7,10,425,8,25,536,0.0,0.0,I,PRP,O,0.1,1,10.0,2.7325,10.0,-0.0235,1,_,_,_,_,,PRP,158
s02.objects.1.A.931.07,2,A,B,103,104,f,m,931.066734,931.415,8,11,426,8,25,536,0.0,1.7325,thought,VBD,V,0.3483,1,2.8714,-0.8825,8.6141,-0.3309,4,L*,L-,L%,L-L%,,VBD,
s02.objects.1.A.933.15,2,A,B,103,104,f,m,933.1475,933.3675,1,12,427,2,25,536,1.7325,0.0,oh,UH,O,0.22,1,4.5455,-0.0335,4.5455,-1.2333,1,_,_,_,_,933.1699,UH,202
s02.objects.1.A.933.37,2,A,B,103,104,f,m,933.3675,933.63,2,13,428,2,25,536,0.0,0.8525,okay,UH,O,0.2625,2,7.619,1.5251,11.4286,0.2934,4,H+!H*,L-,L%,L-L%,,JJ,202
s02.objects.1.A.934.48,2,A,B,103,104,f,m,934.4825,934.6625,1,14,429,12,25,536,0.8525,0.0,so,RB,R,0.18,1,5.5556,0.4787,11.1111,0.223,1,H*,_,_,_,934.5842,RB,
s02.objects.1.A.934.66,2,A,B,103,104,f,m,934.6625,934.826734,2,15,430,12,25,536,0.0,0.0,there's,EX_BES,C,0.1642,1,6.0889,0.7491,21.3111,2.4853,1,_,_,_,_,,EX_VBZ,
s02.objects.1.A.934.83,2,A,B,103,104,f,m,934.826734,934.946734,3,16,431,12,25,536,0.0,0.0,like,UH,O,0.12,1,8.3333,1.8873,25.0,3.3036,1,_,_,_,_,,IN,
s02.objects.1.A.934.95,2,A,B,103,104,f,m,934.946734,935.05,4,17,432,12,25,536,0.0,0.0,a,DT,O,0.1033,1,9.6837,2.5721,9.6837,-0.0936,1,_,_,_,_,,DT,
s02.objects.1.A.935.05,2,A,B,103,104,f,m,935.05,935.3625,5,18,433,12,25,536,0.0,0.0,pixel,NN,N,0.3125,2,6.4,0.9069,19.2,2.0171,1,!H*,_,_,_,,NN,
s02.objects.1.A.935.36,2,A,B,103,104,f,m,935.3625,935.405,6,19,434,12,25,536,0.0,0.0,of,IN,O,0.0425,1,23.5294,9.5933,47.0588,8.1963,1,_,_,_,_,,IN,
s02.objects.1.A.935.40,2,A,B,103,104,f,m,935.405,935.7125,7,20,435,12,25,536,0.0,0.0,space,NN,N,0.3075,1,3.252,-0.6895,13.0081,0.6437,3-,!H*,L-,_,L-,,NN,
s02.objects.1.A.935.71,2,A,B,103,104,f,m,935.7125,936.0675,8,21,436,12,25,536,0.0,0.0,between,IN,O,0.355,2,5.6338,0.5184,16.9014,1.5073,1,L*,_,_,_,,IN,
s02.objects.1.A.936.07,2,A,B,103,104,f,m,936.0675,936.135,9,22,437,12,25,536,0.0,0.0,the,DT,O,0.0675,1,14.8148,5.1741,29.6296,4.3304,1,_,_,_,_,,DT,330
s02.objects.1.A.936.13,2,A,B,103,104,f,m,936.135,936.246734,10,23,438,12,25,536,0.0,0.0,two,CD,O,0.1117,1,8.9498,2.1999,17.8997,1.7287,1,_,_,_,_,,CD,330
s02.objects.1.A.936.25,2,A,B,103,104,f,m,936.246734,936.57,11,24,439,12,25,536,0.0,0.0,black,JJ,J,0.3233,1,3.0934,-0.7699,12.3737,0.503,2p,L*,_,_,_,,JJ,330
s02.objects.1.A.936.57,2,A,B,103,104,f,m,936.57,937.14,12,25,440,12,25,536,0.0,0.2525,parts,NNS,N,0.57,1,1.7544,-1.4489,7.8947,-0.4905,4,H*,H-,L%,H-L%,936.9625,NNS,330
s02.objects.1.A.937.39,2,A,B,103,104,f,m,937.3925,937.765,1,1,441,3,20,536,0.2525,0.0,okay,UH,O,0.3725,2,5.3691,0.3841,8.0537,-0.4552,4,L*,L-,L%,L-L%,,JJ,
s02.objects.1.A.937.76,2,A,B,103,104,f,m,937.765,937.895,2,2,442,3,20,536,0.0,0.0,let,VB,V,0.13,1,7.6923,1.5622,23.0769,2.877,1,H*,_,_,_,937.8349,VB,
s02.objects.1.A.937.89,2,A,B,103,104,f,m,937.895,937.98,3,3,443,3,20,536,0.0,4.8875,me,PRP,O,0.085,1,11.7647,3.6274,23.5294,2.9774,4,_,H-,L%,H-L%,,PRP,158
s02.objects.1.A.942.87,2,A,B,103,104,f,m,942.8675,944.29,1,4,444,9,20,536,4.8875,0.0,okay,UH,O,1.4225,2,1.406,-1.6256,2.109,-1.7738,4,H+!H*,L-,H%,L-H%,943.1782,JJ,
s02.objects.1.A.944.29,2,A,B,103,104,f,m,944.29,944.4825,2,5,445,9,20,536,0.0,0.0,this,DT,O,0.1925,1,5.1948,0.2957,15.5844,1.2151,1,H*,_,_,_,944.3537,DT,
s02.objects.1.A.944.48,2,A,B,103,104,f,m,944.4825,944.565,3,6,446,9,20,536,0.0,0.0,is,VBZ,V,0.0825,1,12.1212,3.8082,24.2424,3.1355,1,_,_,_,_,,VBZ,
s02.objects.1.A.944.57,2,A,B,103,104,f,m,944.565,944.899293,4,7,447,9,20,536,0.0,0.0,making,VBG,V,0.3343,2,5.9828,0.6953,14.9569,1.0759999999999998,3,!H*,H-,_,H-,,VBG,
s02.objects.1.A.944.90,2,A,B,103,104,f,m,944.899293,944.9925,5,8,448,9,20,536,0.0,0.0,a,DT,O,0.0932,1,10.7288,3.1021,10.7288,0.1382,1,_,_,_,_,,DT,323
s02.objects.1.A.944.99,2,A,B,103,104,f,m,944.9925,945.169293,6,9,449,9,20,536,0.0,0.0,little,JJ,J,0.1768,2,11.3127,3.3981,25.4535,3.4042,1,H*,_,_,_,945.1091,JJ,323
s02.objects.1.A.945.17,2,A,B,103,104,f,m,945.169293,945.3025,7,10,450,9,20,536,0.0,0.0,bit,NN,N,0.1332,1,7.5071,1.4683,22.5213,2.7538,1,_,_,_,_,,NN,323
s02.objects.1.A.945.30,2,A,B,103,104,f,m,945.3025,945.46,8,11,451,9,20,536,0.0,0.0,more,JJR,J,0.1575,1,6.3492,0.8811,15.873,1.2792,1,_,_,_,_,,RBR,
s02.objects.1.A.945.46,2,A,B,103,104,f,m,945.46,945.9725,9,12,452,9,20,536,0.0,2.405,sense,NN,N,0.5125,1,1.9512,-1.3491,7.8049,-0.5104,4,H*,H-,L%,H-L%,,JJ,
s02.objects.1.A.948.38,2,A,B,103,104,f,m,948.3775,948.8875,1,13,453,1,20,536,2.405,5.75,okay,UH,O,0.51,2,3.9216,-0.3499,5.8824,-0.9368,4,X*?,X-?,X%?,X-?X%?,,JJ,
s02.objects.1.A.954.64,2,A,B,103,104,f,m,954.6375,954.85,1,14,454,7,20,536,5.75,0.0,and,CC,O,0.2125,1,4.7059,0.0478,12.9412,0.6289,3p,H*,H-,_,H-,954.6661,CC,
s02.objects.1.A.954.85,2,A,B,103,104,f,m,954.85,955.01,2,15,455,7,20,536,0.0,0.0,do,VBP,V,0.16,1,6.25,0.8308,12.5,0.531,1,H*,_,_,_,,VBP,
s02.objects.1.A.955.01,2,A,B,103,104,f,m,955.01,955.124675,3,16,456,7,20,536,0.0,0.0,the,DT,O,0.1147,1,8.7203,2.0835,17.4406,1.6269,1,_,_,_,_,,DT,330
s02.objects.1.A.955.12,2,A,B,103,104,f,m,955.124675,955.29,4,17,457,7,20,536,0.0,0.0,two,CD,O,0.1653,1,6.0487,0.7288,12.0974,0.4417,1,_,_,_,_,,CD,330
s02.objects.1.A.955.29,2,A,B,103,104,f,m,955.29,955.4925,5,18,458,7,20,536,0.0,0.0,black,JJ,J,0.2025,1,4.9383,0.1657,19.7531,2.1398,1,H*,_,_,_,,JJ,330
s02.objects.1.A.955.49,2,A,B,103,104,f,m,955.4925,955.8175,6,19,459,7,20,536,0.0,0.0,parts,NNS,N,0.325,1,3.0769,-0.7783,13.8462,0.8296,1,_,_,_,_,,NNS,330
s02.objects.1.A.955.82,2,A,B,103,104,f,m,955.8175,956.19,7,20,460,7,20,536,0.0,1.8225,touch,NN,N,0.3725,1,2.6846,-0.9772,8.0537,-0.4552,4,H*,H-,H%,H-H%,955.9048,NN,
s02.objects.1.A.958.01,2,A,B,103,104,f,m,958.0125,958.2925,1,1,461,16,16,536,1.8225,0.0,like,UH,O,0.28,1,3.5714,-0.5275,10.7143,0.1349,1,H*,_,_,_,958.0765,IN,
s02.objects.1.A.958.29,2,A,B,103,104,f,m,958.2925,958.545,2,2,462,16,16,536,0.0,0.0,um,UH,O,0.2525,1,3.9604,-0.3302,7.9208,-0.4847,4,!H*,H-,L%,H-L%,,,
s02.objects.1.A.958.54,2,A,B,103,104,f,m,958.545,958.6425,3,3,463,16,16,536,0.0,0.0,the,DT,O,0.0975,1,10.2564,2.8625,20.5128,2.3083,1,_,_,_,_,,DT,331
s02.objects.1.A.958.64,2,A,B,103,104,f,m,958.6425,959.071291,4,4,464,16,16,536,0.0,0.0,lash,NN,N,0.4288,1,2.3321,-1.1559,6.9964,-0.6897,1,H*,_,_,_,958.903,VBP,331
s02.objects.1.A.959.07,2,A,B,103,104,f,m,959.071291,959.1775,5,5,465,16,16,536,0.0,0.0,and,CC,O,0.1062,1,9.4154,2.436,25.8923,3.5015,1,_,_,_,_,,CC,331
s02.objects.1.A.959.18,2,A,B,103,104,f,m,959.1775,959.26,6,6,466,16,16,536,0.0,0.0,the,DT,O,0.0825,1,12.1212,3.8082,24.2424,3.1355,1,_,_,_,_,,DT,331
s02.objects.1.A.959.26,2,A,B,103,104,f,m,959.26,959.531291,7,7,467,16,16,536,0.0,0.0,outline,NN,N,0.2713,2,7.3722,1.3999,18.4304,1.8464,1,*?,_,_,_,,NN,331
s02.objects.1.A.959.53,2,A,B,103,104,f,m,959.531291,959.5675,8,8,468,16,16,536,0.0,0.0,of,IN,O,0.0362,1,27.6174,11.6664,55.2349,10.0098,1,_,_,_,_,,IN,331
s02.objects.1.A.959.57,2,A,B,103,104,f,m,959.5675,959.651291,9,9,469,16,16,536,0.0,0.0,the,DT,O,0.0838,1,11.9345,3.7135,23.8689,3.0527,1,_,_,_,_,,DT,331
s02.objects.1.A.959.65,2,A,B,103,104,f,m,959.651291,959.91,10,10,470,16,16,536,0.0,0.0,lemon,NN,N,0.2587,2,7.7307,1.5817,19.3267,2.0452,3,H*,H-,_,H-,,JJ,331
s02.objects.1.A.959.91,2,A,B,103,104,f,m,959.91,960.0475,11,11,471,16,16,536,0.0,0.0,is,VBZ,V,0.1375,1,7.2727,1.3495,14.5455,0.9847,1,_,_,_,_,,VBZ,
s02.objects.1.A.960.05,2,A,B,103,104,f,m,960.0475,960.1725,12,12,472,16,16,536,0.0,0.0,there,EX,O,0.125,1,8.0,1.7183,21.3333,2.4903,1,_,_,_,_,,EX,
s02.objects.1.A.960.17,2,A,B,103,104,f,m,960.1725,960.2475,13,13,473,16,16,536,0.0,0.0,any,DT,O,0.075,2,26.6667,11.1843,40.0,6.6306,1,_,_,_,_,,DT,
s02.objects.1.A.960.25,2,A,B,103,104,f,m,960.2475,960.521291,14,14,474,16,16,536,0.0,0.0,yellow,NN,N,0.2738,2,7.3048,1.3658,14.6097,0.9989,1,H*,_,_,_,960.3178,JJ,
s02.objects.1.A.960.52,2,A,B,103,104,f,m,960.521291,960.825,15,15,475,16,16,536,0.0,0.0,between,IN,O,0.3037,2,6.5853,1.0008,19.7558,2.1404,1,_,_,_,_,,IN,
s02.objects.1.A.960.83,2,A,B,103,104,f,m,960.825,960.99,16,16,476,16,16,536,0.0,1.9647,them,PRP,O,0.165,1,6.0606,0.7348,18.1818,1.7913,4,_,H-,H%,H-H%,,PRP,331
s02.objects.1.A.962.95,2,A,B,103,104,f,m,962.954663,963.425,1,1,477,1,27,536,1.9647,0.4366,okay,UH,O,0.4703,2,4.2523,-0.1822,6.3784,-0.8268,4,X*?,X-?,X%?,X-?X%?,,JJ,
s02.objects.1.A.963.86,2,A,B,103,104,f,m,963.861569,964.0475,1,2,478,2,27,536,0.4366,0.0,and,CC,O,0.1859,1,5.3783,0.3888,14.7904,1.039,1,_,_,_,_,,CC,
s02.objects.1.A.964.05,2,A,B,103,104,f,m,964.0475,964.6575,2,3,479,2,27,536,0.0,1.2241,then,RB,R,0.61,1,1.6393,-1.5073,4.918,-1.1507,4,H*,H-,L%,H-L%,964.414,RB,
